food_id,food_name,serving_basis,serving_size_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,sugar_g,calcium_mg,iron_mg,zinc_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_c_mg,vitamin_a_mg,vitamin_d_mg,vitamin_b12_mg,folate_mg
SL0705,Banana raita (Kele ka raita),100g,100,89.03,4.13,2.07,13.51,1.0,10.11,133.23,0.31,4.287207802,57.27537754,362.5808867,135.43,5.73,0.0,6.01886488,4.395908873,27.58
SL0706,Mango raita (Aam ka raita),100g,100,67.37,3.9,2.14,8.23,0.89,7.87,136.06,0.34,3.93369391,80.67542661,173.7569531,135.46,18.19,179.20801,2.561197508,3.23805344,59.64
SL0707,Guava raita (Amarood ka raita),100g,100,64.36,4.19,2.07,7.27,3.0,6.71,136.93,0.28,2.771702031,146.4568725,138.6026236,135.94,108.7,430.7727315,7.143561075,4.8,33.5
SL0708,Grapes raita (Angoor ka raita),100g,100,72.59,3.98,2.07,9.66,0.71,8.51,134.52,0.26,1.288369844,148.1314689,62.34050442,135.64,10.55,623.4686938,7.032493656,2.278076061,22.88
SL0709,Bottle gourd kheer (Ghiya/Lauki kheer),100g,100,84.07,2.7,3.86,10.0,0.55,9.63,94.18,0.23,4.9,119.1278163,169.0480724,19.62,6.2,500.8270551,5.911458692,0.0,35.87
SL0710,Pumpkin kheer (Kaddu ki kheer),100g,100,86.35,2.76,3.86,10.44,0.63,10.12,95.61,0.24,2.748925675,34.97997039,589.8,20.99,8.06,225.020729,9.400486664,3.054579435,26.95
SL0711,Apple kheer (Seb ki kheer),100g,100,81.3,2.14,3.18,11.34,0.51,10.71,75.67,0.18,2.196416988,91.05913739,483.3284582,15.86,5.82,92.89259897,2.935731784,1.044580305,16.4
SL0712,Caramel custard (baked),100g,100,122.7,5.11,5.01,14.95,0.0,14.92,90.59,0.53,0.1,77.14236777,434.8036584,44.78,3.02,0.0,0.0,3.618312073,35.21
SL0713,Vanilla ice cream without egg,100g,100,228.67,2.69,18.15,14.21,0.0,13.45,81.27,0.1,2.946502412,5.5,152.1180478,23.97,2.13,784.8062223,9.111792462,1.866880041,9.67
SL0714,Vanilla ice cream with egg,100g,100,214.85,4.16,17.02,11.71,0.0,11.69,77.42,0.34,1.603459576,102.847535,456.4975574,37.72,2.13,30.47519129,2.806668788,0.613874306,21.98
SL0715,Strawberry ice cream,100g,100,215.61,4.15,16.96,12.26,0.0,11.6,77.08,0.34,1.733862859,68.93907132,488.7369729,37.62,2.13,302.0452258,2.042204043,3.051095739,22.0
SL0716,Chocochip ice cream,100g,100,241.45,4.23,17.93,16.75,0.0,16.08,73.22,0.51,0.1,48.24155494,342.0052183,34.84,2.13,382.6309701,4.217198663,1.568755301,24.1
SL0717,Choconut ice cream,100g,100,273.96,5.04,18.49,23.13,0.51,21.02,67.38,0.89,3.445659982,60.20535011,218.7774016,29.83,2.17,875.7105474,6.770267422,4.8,29.32
SL0718,Pear chocholate sunday,100g,100,183.49,2.08,13.11,15.02,0.07,14.41,56.67,0.24,4.227855908,132.6416651,589.8,16.26,3.34,653.8872685,5.194681161,1.691559063,12.72
SL0719,Chocolate sauce,100g,100,263.2,1.91,10.39,43.21,0.0,42.06,18.8,1.13,2.230056705,113.298461,276.2009656,2.8,0.0,304.924442,9.083399035,2.817599321,0.63
SL0720,Coffee ice cream,100g,100,150.62,3.15,9.43,14.09,0.0,13.35,95.72,0.15,2.627022086,66.80880138,201.576357,42.09,2.16,632.9239424,5.834131067,4.065869995,7.18
SL0721,Coffee pear alaska,100g,100,203.99,2.88,13.22,19.36,0.15,16.88,60.61,0.22,1.967458867,57.6975884,407.4027293,51.11,3.48,613.7182372,6.276584395,0.0,13.85
SL0722,Crunchy butterscotch,100g,100,277.32,3.11,20.99,19.92,0.47,17.73,72.26,0.26,3.42088436,34.81298837,209.5157278,22.24,2.13,430.4454206,0.0,1.506243012,18.72
SL0723,Peach melba ice cream,100g,100,200.85,2.06,14.51,16.31,0.06,13.35,60.55,0.11,3.878328994,79.48140488,295.6343125,17.92,2.99,408.3205447,0.0,1.394147441,11.79
SL0724,Vanilla ice cream with apples in hot cherry sauce,100g,100,196.32,1.73,11.45,22.75,0.26,14.19,56.34,0.16,2.695711917,139.4807427,23.0,31.54,4.23,509.0471059,7.521872797,1.601859622,10.77
SL0725,Grape and orange whip,100g,100,57.39,1.41,2.62,6.72,0.97,5.66,17.4,0.53,0.452332705,43.70163526,235.4030633,14.36,34.86,305.2944182,4.118916245,4.077576894,16.85
SL0726,Honey banana cream,100g,100,125.49,2.78,6.68,13.64,0.7,10.51,43.52,0.23,4.51532989,25.40235551,300.2400756,15.65,16.68,0.0,5.652718883,4.518915818,28.45
SL0727,Raspberry bavarian cream,100g,100,150.1,3.34,7.88,17.82,2.19,15.3,26.4,0.31,1.595636766,109.6954716,530.2676663,24.59,21.41,452.7322513,3.710648237,0.631651632,20.79
SL0728,Fruit delight,100g,100,107.09,2.09,7.09,9.11,0.09,9.03,71.69,0.15,3.121670816,11.73931632,233.7537295,17.27,7.74,0.0,0.394430591,2.840921604,19.39
SL0729,Creamy chocolate mousse,100g,100,230.52,6.85,18.16,9.53,0.0,8.99,45.25,0.96,4.476766052,57.64218876,158.2916699,48.64,0.75,759.276353,6.555011458,1.992478502,33.07
SL0730,Cold lemon souffle,100g,100,169.87,5.89,9.78,15.62,0.0,13.88,55.03,0.53,4.087565352,148.1926208,388.4780851,46.35,8.65,153.3959574,6.563258749,1.024539061,31.24
SL0731,Cold orange souffle,100g,100,173.19,5.94,9.82,16.27,0.11,14.42,55.45,0.57,2.795266762,162.6919079,238.2868244,46.53,10.08,579.7242862,8.161772087,1.969913918,33.8
SL0732,Cold pineapple souffle,100g,100,181.22,6.23,10.39,16.85,0.0,14.99,57.13,0.54,2.70066278,65.33791953,396.1783355,49.38,1.88,0.0,1.10548085,4.120298117,30.3
SL0733,Cold vanilla souffle,100g,100,179.54,6.22,10.32,16.29,0.0,14.49,62.47,0.52,3.578299021,100.9953134,307.6402049,49.09,1.3,208.2451375,4.380781609,0.811658059,30.71
SL0734,Cold chocolate souffle,100g,100,187.53,6.37,10.86,17.22,0.0,15.31,62.91,0.68,1.375601094,100.0975172,136.9694248,47.77,1.3,414.8471094,5.79335557,1.911260776,32.45
SL0735,Stewed fruit (with pear),100g,100,74.32,0.25,0.32,18.22,2.84,17.67,5.94,0.21,0.520513438,183.2900482,262.7290353,1.7,2.48,104.1894155,5.210400217,2.745510836,4.33
SL0736,Apricot fool,100g,100,240.79,1.54,11.35,33.64,1.0,21.29,26.37,0.73,1.168058236,103.3863649,462.5834182,8.28,1.47,386.2678355,6.753796418,1.751302424,11.46
SL0737,Pavlova,100g,100,200.6,1.84,12.29,21.84,0.06,20.37,23.0,0.25,2.049070251,100.0053015,226.9516739,26.34,23.78,0.0,2.622307827,2.918884332,19.18
SL0738,Apple crumb pudding,100g,100,220.85,1.54,8.87,35.17,1.33,27.69,38.49,1.05,1.655077801,130.0451838,265.2267508,59.36,3.6,416.4184335,2.545420552,2.958946182,7.86
SL0739,Steamed cake with chocolate sauce,100g,100,301.91,4.49,19.01,29.06,0.29,19.72,67.76,0.85,3.434141521,26.49453501,209.3594202,100.32,1.81,207.35753,8.502088849,3.580983062,25.81
SL0740,Hot lemon souffle,100g,100,155.25,5.29,7.93,16.31,0.14,12.07,48.77,0.55,1.541267948,26.82009366,589.8,47.75,12.93,390.910349,6.040473569,2.707318118,20.7
SL0741,Gulab jamun with milk powder,100g,100,471.15,0.85,40.15,28.24,0.05,27.04,26.13,0.13,1.79813458,73.04721134,398.7579498,67.28,0.41,359.5187341,5.741828793,0.103866382,4.56
SL0742,Chum chum,100g,100,130.05,1.52,1.92,28.27,0.02,27.84,62.58,0.13,2.184246658,75.81626211,269.1429394,16.65,2.69,385.3345973,4.335409239,1.919542843,10.2
SL0743,Dil bahar,100g,100,130.05,1.52,1.92,28.27,0.02,27.84,62.58,0.13,3.482805012,55.64650076,512.0329169,16.65,2.69,514.2600777,0.148738781,2.529916848,10.2
SL0744,Rasbhari,100g,100,130.05,1.52,1.92,28.27,0.02,27.84,62.58,0.13,1.790045648,140.4689526,535.4240942,16.65,2.69,758.8884823,7.805267775,3.349879713,10.2
SL0745,Rajbogh,100g,100,133.7,1.71,2.28,28.16,0.11,27.66,63.23,0.17,2.87581782,52.0985854,62.49529414,16.57,2.69,610.5216035,9.9,1.855939764,12.02
SL0746,Rasgulla,100g,100,118.64,1.38,1.75,25.79,0.01,25.4,57.09,0.12,3.637954793,54.75617291,401.8094696,15.19,2.69,548.126479,8.012756924,2.883067484,10.2
SL0747,Rasmalai,100g,100,135.55,1.61,2.11,29.17,0.07,28.71,62.31,0.15,1.983327226,57.50931968,81.83986061,16.46,2.69,302.5384756,2.981380916,0.58732494,11.29
SL0748,Khoa coconut burfi,100g,100,411.45,9.98,26.01,36.55,4.07,35.6,309.84,2.1,2.666961933,63.54087183,23.0,31.14,0.0,433.2249708,5.706143211,4.8,26.6
SL0749,Danedar burfi,100g,100,102.68,3.24,4.72,12.33,0.09,11.98,107.53,0.24,3.131075096,144.7817785,389.4056102,23.31,3.36,355.0723558,4.810699261,1.723126343,9.75
SL0750,Semolina burfi (Suji/Rava burfi),100g,100,348.67,3.47,16.86,47.1,2.8,28.67,14.86,1.01,2.735927366,107.6423934,174.7821199,8.33,0.0,563.8682798,4.94793907,1.936683221,3.21
SL0751,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),100g,100,186.18,1.75,12.66,17.02,4.29,16.11,21.76,0.79,1.438033352,132.1739232,242.0860826,8.95,3.02,541.5623447,0.696059094,0.836520224,11.48
SL0752,Khoa ladoo,100g,100,396.02,12.21,24.09,34.43,3.08,33.37,358.61,2.25,3.198058836,133.1811225,303.9314769,31.71,0.02,556.2028539,6.403111148,2.149485029,27.31
SL0753,Wheat and gram flour ladoo (Atta besan ladoo),100g,100,501.7,9.38,29.86,50.5,6.01,18.46,35.27,2.39,1.34479873,45.0497489,209.5833674,27.06,0.0,435.8635124,3.939630572,2.322299203,14.55
SL0754,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),100g,100,441.84,5.44,25.45,48.02,4.27,19.79,18.04,1.81,4.050124022,80.78703577,225.958699,3.93,0.03,644.4052294,8.599429042,2.440505321,4.01
SL0755,Sesame chickpeas brittle (Til aur channe ki chikki),100g,100,282.74,8.5,4.66,50.49,5.54,36.48,150.73,4.8,3.220389705,111.3180463,114.5294874,17.93,0.0,344.0807896,3.106092659,0.900792486,23.64
SL0756,Murmura chikki,100g,100,253.82,2.12,0.32,59.59,0.37,48.27,63.3,3.3,0.205368476,66.44794646,514.2387962,15.03,0.0,0.0,1.559576829,3.435595992,2.16
SL0757,Masala onion pakora/pakoda (Pyaaz ke pakode),100g,100,551.64,2.05,57.61,6.48,1.44,1.58,11.06,0.42,1.927163444,49.68685033,219.2303427,99.22,1.18,895.7,6.991920114,2.053450378,14.65
SL0758,Masala green chilli pakora/pakoda (Hari mirch kay pakode),100g,100,668.76,2.22,71.01,5.55,1.34,0.27,8.58,0.47,2.878998289,72.05440447,36.27460495,120.9,3.84,266.9268008,5.112232963,0.0,12.67
SL0759,Chicken pakora/pakoda,100g,100,590.09,6.03,60.98,4.55,0.96,0.22,9.08,0.51,2.591722146,66.70299126,83.40003904,103.23,0.14,253.8758738,4.019518922,2.521381741,11.46
SL0760,Fish pakora/pakoda,100g,100,577.03,5.97,59.52,4.55,0.96,0.22,12.65,0.63,1.699127028,120.3523581,364.3931271,112.24,0.14,513.9042018,8.833167662,0.790444037,11.02
SL0761,Paneer cutlet,100g,100,672.2,4.59,69.38,7.62,0.39,2.52,107.86,0.48,2.382437936,129.261293,417.8123473,91.45,1.81,17.28695238,6.089330889,0.125045571,38.34
SL0762,Sago cutlet/vadas (Sabudana cutlet/vadas),100g,100,558.76,0.56,56.97,11.23,0.54,0.1,5.43,0.38,2.923297857,138.1872211,422.4074252,48.17,13.39,241.6353995,5.982677185,2.863553685,9.09
SL0763,Poshtik cutlet,100g,100,496.45,2.0,50.94,7.39,1.35,0.32,14.94,0.69,2.855108015,70.92843265,61.58769537,57.11,16.42,0.0,7.213913341,0.790900712,43.66
SL0764,Egg cutlet (Anda cutlet),100g,100,575.02,2.45,60.25,5.77,0.58,0.2,16.22,0.56,1.512962128,91.36296798,58.10698626,79.4,11.07,473.4129068,4.067184723,2.138982671,22.05
SL0765,Minced meat cutlet,100g,100,531.86,5.1,54.47,5.61,0.4,0.31,20.82,0.63,1.977219848,25.38176916,264.1308507,95.81,1.81,242.9318155,0.0,0.747272114,8.86
SL0766,Vegetable samosa,100g,100,443.11,2.21,42.22,13.22,1.52,0.74,10.37,0.6,0.1,96.26126454,135.1950082,107.7,10.06,362.2020307,5.716543324,2.013335526,12.39
SL0767,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),100g,100,745.5,4.39,76.32,9.7,2.27,0.16,10.6,0.96,1.853582566,90.79257241,330.8682856,65.87,0.0,895.7,5.507597516,4.8,13.31
SL0768,Masala urad dal vada,100g,100,703.78,4.32,71.62,9.93,2.71,0.7,11.87,1.0,3.052119238,61.48008213,311.92043,61.49,2.05,266.1811623,4.515462088,2.236691711,15.89
SL0769,Khaman (dhokla),100g,100,54.73,1.92,2.8,5.36,1.49,1.36,5.31,0.58,4.14581826,51.25110126,360.655481,124.1,2.6,432.077149,4.791141647,3.01216001,19.33
SL0770,Instant dhokla,100g,100,207.11,7.66,9.37,24.11,3.57,6.86,66.58,1.05,0.1,37.23283037,358.7515611,763.98,2.7,299.669536,8.496701425,3.500423599,22.87
SL0771,Tomato ginger chutney (Tamatar adarak ki chutney),100g,100,44.66,1.05,0.32,9.11,2.14,6.31,23.63,1.08,3.504690479,116.4433384,515.4833705,209.42,3.65,459.4803532,6.669437402,1.079787071,2.29
SL0772,Mint tomato chutney (Pudinay aur tamatar ki chutney),100g,100,43.65,1.53,0.36,8.22,2.63,5.48,47.59,2.06,3.377028305,135.0889777,536.0854943,183.98,4.07,152.9146319,0.146077947,3.758530285,4.94
SL0773,Coriander chutney (Hare dhaniye ki chutney),100g,100,42.86,1.38,0.37,8.16,2.47,5.5,39.8,1.63,2.353211207,126.4625415,518.1240531,186.64,4.24,563.3853184,5.666376178,1.82865082,3.57
SL0774,Gooseberry chutney (Amla chutney),100g,100,43.02,1.44,0.62,8.83,4.58,0.06,46.4,1.22,0.93837986,128.3540039,469.6078401,215.09,4.84,298.9747254,6.283813994,0.546030086,2.23
SL0775,Walnut chutney (Akhrot ki chutney),100g,100,370.43,9.44,33.46,8.91,3.04,4.4,119.57,1.77,2.92077962,90.28509473,468.8757125,160.0,1.33,803.5601937,8.041287753,2.292326788,4.63
SL0776,Saunth/Sonth chutney with ginger,100g,100,84.22,0.28,0.11,20.62,0.31,19.04,15.17,0.7,1.70699971,130.1589315,342.1376314,222.53,0.0,269.2174441,4.341963567,3.099351145,0.51
SL0777,Gun powder chutney,100g,100,312.34,21.55,2.67,47.65,13.95,1.16,68.87,5.14,1.766994443,67.25315122,409.4498334,195.67,0.02,284.8025788,3.276296474,1.210660282,14.27
SL0778,Dessicated coconut chutney (Sookhe kase nariyal ki chutney),100g,100,346.36,12.88,15.88,36.72,13.16,10.41,73.55,5.44,0.1,130.9681577,184.0672891,321.07,0.15,301.4461645,5.403449579,2.243391181,10.69
SL0779,Curd mint dip,100g,100,76.13,4.82,2.44,9.11,0.77,7.83,172.79,0.82,2.913098567,161.3608477,428.6613026,222.77,3.28,496.3179175,0.27648506,0.035368316,7.82
SL0780,Curd vegetable dip,100g,100,56.21,3.88,1.94,6.04,0.63,5.42,129.58,0.37,2.886997974,73.50398311,246.2143059,132.48,4.53,21.83633337,0.298811521,0.0,5.78
SL0781,Mayonnaise vegetable dip,100g,100,241.27,3.01,23.44,4.8,0.41,4.39,91.42,0.28,2.718112042,141.8499089,332.3247412,119.58,4.58,217.9918415,6.034310534,1.013870162,7.03
SL0782,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),100g,100,150.68,4.03,6.31,20.51,2.1,1.79,76.75,1.15,3.726688261,92.45807411,560.9537335,222.22,7.12,177.6689729,3.505642733,0.784635966,17.26
SL0783,Tomato sandwich (grilled),100g,100,189.92,6.26,9.39,21.29,1.91,2.58,150.9,0.88,2.257662924,27.4061061,244.6941876,420.6,8.91,366.429318,0.994740993,1.323245135,16.85
SL0784,French sandwich (toasted),100g,100,186.75,6.82,11.51,14.82,1.37,1.82,100.73,1.24,4.9,118.5239074,96.95777363,274.68,6.66,0.0,0.477819137,0.357572111,29.24
SL0785,Peanut butter cucumber sandwich,100g,100,243.33,9.04,10.56,29.76,3.35,2.91,95.35,1.32,1.270445188,47.85680324,503.0752978,460.09,0.92,238.6623201,7.83629629,0.250869347,16.53
SL0786,Mint and peanut sandwich,100g,100,273.59,7.18,13.88,31.83,3.67,2.78,114.99,1.7,4.101504455,5.5,131.2441872,453.3,1.75,0.0,8.270647066,2.172811703,15.62
SL0787,Spicy chutney sandwich,100g,100,249.58,8.74,9.58,34.03,3.73,3.96,154.53,1.51,1.966379432,85.74974201,418.7631767,315.4,0.21,573.1973158,3.749277513,1.19561847,23.71
SL0788,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),100g,100,285.78,12.58,16.77,22.62,1.53,1.77,78.45,1.12,1.450199973,6.344014032,320.1880605,287.39,0.0,428.8407076,4.675544655,1.78783455,12.99
SL0789,Rolled sandwich,100g,100,293.07,6.45,15.29,34.69,2.07,2.7,117.68,1.23,1.592514647,108.11579,294.603323,321.57,0.91,640.4531015,7.098115843,3.756887688,5.61
SL0790,Ribbon sandwich,100g,100,239.26,6.26,13.37,24.76,2.92,4.66,157.85,1.05,0.1,77.43001512,354.7196031,382.11,4.55,509.7965345,7.9362936,0.668770356,10.44
SL0791,Checker board sandwich,100g,100,348.37,7.37,24.65,25.94,2.22,2.9,188.02,1.11,4.238951709,143.088585,589.8,358.25,0.05,87.98890711,6.979081515,1.891416834,8.52
SL0792,Submarine sandwich,100g,100,216.92,6.09,15.32,13.6,1.24,2.5,72.35,1.23,0.720405257,33.3173687,265.1715129,254.28,21.43,517.4188728,6.104231254,4.8,36.34
SL0793,Cheese open sandwich,100g,100,274.07,9.84,14.24,28.42,1.74,3.24,256.25,1.22,0.139687215,39.25695969,386.321461,504.41,0.6,365.9186597,2.481915253,0.415614603,12.93
SL0794,Sunset and sunrise open sandwich,100g,100,241.31,8.58,15.14,18.89,1.39,1.95,114.07,1.28,1.465794207,49.76337989,157.7785812,381.29,3.86,58.94001705,4.3583815,3.001444413,26.36
SL0795,Danish luncheon sandwich,100g,100,193.82,9.03,10.1,17.77,1.52,1.13,77.13,1.27,1.249638871,69.71587756,134.7795272,365.63,2.35,297.415363,8.526517283,4.691541073,25.88
SL0796,Chicken and corn open sandwich,100g,100,188.16,8.63,8.83,19.21,1.67,2.48,65.13,0.8,3.835064457,13.69193845,415.9161463,226.72,2.12,349.6030899,9.455594105,3.934815782,14.16
SL0797,Chocolate sponge cake,100g,100,239.86,9.13,5.51,39.54,0.52,25.0,33.99,1.81,1.608953237,60.40510065,368.6415405,61.47,0.0,424.8004823,4.961515478,0.764911329,19.87
SL0798,Chocolate swiss roll,100g,100,306.08,6.01,19.76,26.97,0.29,18.83,42.79,1.08,1.430777659,128.3095826,503.7231565,44.53,0.19,594.1004819,7.630754641,2.446869519,8.91
SL0799,Lemon curd filling,100g,100,225.62,3.43,12.58,26.41,0.0,26.13,16.39,0.6,3.44971012,165.9091088,415.8404724,34.9,0.64,628.6474907,8.698811618,1.161050918,3.21
SL0800,Jam filling,100g,100,184.62,0.0,0.0,46.15,0.0,41.54,0.0,0.0,3.602204691,116.3323034,262.5288996,0.0,0.0,740.4573357,2.884537532,3.166062265,0.0
SL0801,Chocolate pastry,100g,100,243.37,7.05,10.12,32.24,0.32,22.34,50.7,1.44,0.747798695,69.41242749,225.895686,46.54,0.25,895.7,4.770311265,3.769493737,17.22
SL0802,Assorted pastry,100g,100,230.74,6.78,8.91,31.99,0.43,19.7,47.2,0.94,2.975535156,155.5656977,462.6302846,49.99,0.25,117.1358773,5.71871846,3.119601172,15.61
SL0803,Orange gateau,100g,100,178.05,4.78,6.02,27.01,0.68,18.33,41.69,0.89,0.949499895,108.9570906,240.952593,80.41,10.49,788.9777097,4.629411721,4.388762665,15.12
SL0804,Black forest gateau,100g,100,217.82,5.94,8.58,30.57,0.28,21.97,46.79,1.09,2.669939926,128.6884142,344.6758597,79.37,143.5,895.7,3.164736038,2.490096407,10.98
SL0805,Lemon cake,100g,100,373.85,5.29,20.63,43.1,0.62,25.84,32.77,0.91,2.549854368,5.5,492.3766396,151.29,2.44,37.04195763,9.9,3.002245613,9.0
SL0806,Dundee cake,100g,100,396.62,7.78,22.7,41.4,1.81,21.3,58.11,1.57,0.918453325,117.2761811,267.6620952,182.74,0.07,211.2063335,4.579502646,4.727989249,9.22
SL0807,Victorian sandwich cake,100g,100,373.09,5.18,19.83,44.74,0.59,28.18,36.25,0.86,3.286674045,155.9789541,247.481632,145.28,0.08,563.7007777,3.503126792,2.525306934,8.66
SL0808,Chocolate eggless cake,100g,100,312.01,6.66,13.19,43.45,0.32,34.2,185.38,0.95,2.219329587,119.6807777,224.6184953,196.61,2.67,850.8087748,6.489521829,2.465807381,14.7
SL0809,Orange eggless cake,100g,100,355.62,7.16,13.82,52.65,0.56,37.87,205.84,0.52,2.71692094,102.6644295,342.4022873,226.28,3.47,316.2121669,1.8982296,3.075906341,13.72
SL0810,Chocolate glace icing,100g,100,436.29,3.22,20.8,62.43,0.0,59.88,26.75,2.04,2.250711232,74.15845415,503.0748196,8.66,0.0,454.3279788,0.140119005,0.272061684,1.52
SL0811,Butter icing,100g,100,500.72,0.19,25.37,71.64,0.0,71.64,12.48,0.14,3.92303612,69.51752184,510.6677741,5.98,0.0,440.4178964,7.860561872,1.086529558,0.0
SL0812,Chocolate butter icing,100g,100,469.59,3.21,24.77,61.72,0.0,59.82,31.87,1.85,0.1,58.86869529,197.2619732,4.99,0.0,589.5558977,5.036259312,2.698000511,1.22
SL0813,Almond biscuit (Badam ke biscuit),100g,100,407.74,6.25,19.7,52.14,1.5,22.19,44.05,1.11,3.239102427,135.9182873,396.6859144,151.76,0.03,895.7,5.720768184,1.261484016,2.28
SL0814,Orange biscuit,100g,100,354.78,3.63,11.01,62.11,0.75,42.63,20.35,0.77,1.289586739,120.7909187,196.4889181,259.14,1.36,586.5989806,5.445924733,1.991193021,5.1
SL0815,Gingerman biscuit,100g,100,357.43,6.26,12.73,55.24,2.0,21.64,41.35,1.59,3.39077494,124.6255907,137.6857908,918.57,3.65,39.24153396,2.500872071,1.243786125,4.91
SL0816,Coffee drops,100g,100,443.07,7.57,27.16,43.06,1.88,18.27,57.09,1.48,1.332798281,170.6650786,245.8297275,88.17,0.03,187.7589338,5.147466524,1.859584863,2.72
SL0817,Christmas biscuit,100g,100,406.07,5.67,15.88,60.97,2.17,26.01,29.07,1.2,2.019632594,30.83486884,70.55099877,127.36,0.0,894.4548937,5.506356446,2.427684361,2.42
SL0818,Christmas wreath biscuit,100g,100,386.05,5.43,15.01,58.07,2.28,24.89,29.71,1.21,3.930689117,14.60053251,240.5035457,120.2,2.28,0.0,2.423503236,2.416291931,2.53
SL0819,Christmas bell biscuit,100g,100,404.85,5.66,15.84,60.79,2.33,25.94,32.0,1.22,2.594730986,68.86507911,431.9064263,127.01,0.0,360.6476506,5.461039151,0.09509636,2.42
SL0820,Christmas star biscuit,100g,100,392.03,3.54,10.04,74.54,1.47,53.05,22.75,0.96,2.42875864,31.61509757,32.15023076,76.09,0.01,302.8952803,5.408970126,1.34913582,2.69
SL0821,Christmas tree biscuit,100g,100,385.63,5.43,15.0,58.41,2.65,24.77,35.04,1.18,0.384110959,105.2434421,282.9065109,120.45,1.61,436.0183877,4.99402899,2.772553452,2.58
SL0822,Chocolate cream shells,100g,100,427.17,5.1,19.34,59.26,0.9,34.72,28.53,1.08,2.326305036,50.90805347,111.8686815,126.84,0.0,895.7,5.505967173,0.0,2.42
SL0823,Jelly biscuit,100g,100,404.61,4.23,19.33,55.24,2.02,29.76,36.46,1.19,3.01227778,45.80006976,110.064475,110.57,0.03,319.8007373,7.630212703,2.589472416,1.69
SL0824,Cherry and walnut cookies,100g,100,422.6,5.63,18.75,59.35,1.3,30.37,46.27,1.31,2.592984082,93.12768768,167.4722795,114.62,0.0,318.6025297,9.099331799,1.238027614,2.49
SL0825,Cheese straws,100g,100,382.0,9.83,24.28,30.61,1.29,1.79,160.64,1.29,2.335594221,92.74172723,245.1647258,587.42,0.0,145.2433583,4.710314685,1.744638234,2.35
SL0826,Butterfly biscuit,100g,100,341.45,9.98,22.11,25.33,1.02,2.44,202.49,1.09,0.239364689,5.5,23.0,572.05,0.03,446.3404373,2.451546003,4.223835227,2.63
SL0827,Flan pastry,100g,100,445.8,6.72,25.04,47.84,1.58,6.22,21.85,1.15,3.641610801,122.3465675,228.8103487,193.23,0.0,0.0,3.695086112,3.660130913,7.11
SL0828,Fruit flan,100g,100,261.35,3.3,12.48,34.71,0.71,9.52,19.28,0.61,4.9,54.63181677,270.7948903,110.04,3.3,141.7670843,2.416978153,2.350681215,33.99
SL0829,Orange cream flan,100g,100,280.28,4.73,13.59,36.16,0.63,25.27,27.9,0.93,2.158728237,78.96812525,310.5845436,82.41,43.79,408.7895746,1.964115043,4.00293074,76.78
SL0830,Fruit puree tart,100g,100,286.5,3.35,16.83,30.42,1.31,9.79,19.64,0.63,2.363197664,145.5018861,500.7308906,49.65,2.6,496.8465704,1.993233927,0.0,6.05
SL0831,Apple banana pie,100g,100,243.99,3.13,11.39,32.12,1.89,12.96,21.23,0.79,1.882953757,17.35232354,307.3132072,384.43,8.88,198.1863704,7.748195211,2.939071982,31.98
SL0832,Lemon chiffon pie,100g,100,259.31,4.88,14.52,27.63,0.66,11.39,34.43,0.61,0.850660395,13.80041093,182.5407745,94.95,7.18,631.8179066,3.242267356,1.4550043,51.7
SL0833,Orange chiffon pie,100g,100,207.57,3.89,11.16,23.14,0.7,10.46,30.34,0.62,1.974993363,80.72369162,141.8279305,73.23,84.88,397.6777035,7.292521019,0.754277199,91.24
SL0834,Cream buns,100g,100,215.74,4.45,15.81,14.16,0.31,5.95,45.27,0.5,1.614342749,12.67546705,112.8474164,45.49,0.33,688.5811665,6.506640962,4.8,9.28
